source,target,year
"5. Perfecting the Body Social: The Interplay of Health, Religion,",Bret Carroll,2009
"5. Perfecting the Body Social: The Interplay of Health, Religion,",Nicholas Marshall,2009
"5. Perfecting the Body Social: The Interplay of Health, Religion,",Healthy Body,2009
"5. Perfecting the Body Social: The Interplay of Health, Religion,",Gwynne Langley Rivers,2009
"5. Perfecting the Body Social: The Interplay of Health, Religion,",Lawrence Foster,2009
6. Expansionists and Expatriates: Beyond the Bounds of the Early,Alan Taylor,2009
6. Expansionists and Expatriates: Beyond the Bounds of the Early,Eric R. Schlereth,2009
6. Expansionists and Expatriates: Beyond the Bounds of the Early,Jacksonian America,2009
6. Expansionists and Expatriates: Beyond the Bounds of the Early,Jason M. Opal,2009
6. Expansionists and Expatriates: Beyond the Bounds of the Early,Jessica M. Lepler,2009
6. Expansionists and Expatriates: Beyond the Bounds of the Early,Alan Taylor,2009
7. “The Union was made to subserve the cause of liberty”: The,American Revolution,2009
7. “The Union was made to subserve the cause of liberty”: The,James Brewer Stewart,2009
7. “The Union was made to subserve the cause of liberty”: The,Cathy Rodabaugh,2009
7. “The Union was made to subserve the cause of liberty”: The,Michael A. Morrison,2009
7. “The Union was made to subserve the cause of liberty”: The,Nicole Etcheson,2009
7. “The Union was made to subserve the cause of liberty”: The,Matthew Mason,2009
8. The True Heirs of the Revolution,John P. Kaminiski,2009
8. The True Heirs of the Revolution,Pauline Maier,2009
8. The True Heirs of the Revolution,Calvin H. Johnson,2009
8. The True Heirs of the Revolution,John P. Kaminiski,2009
"9. Revolutionary Legacies in the Jay Family and Beyond: Religion,",Randolph Ferguson Scully,2009
"9. Revolutionary Legacies in the Jay Family and Beyond: Religion,",Jonathan Den Hartog,2009
"9. Revolutionary Legacies in the Jay Family and Beyond: Religion,",David Gellman,2009
"9. Revolutionary Legacies in the Jay Family and Beyond: Religion,",Mark Y. Hanley,2009
Plenary: Lincoln and the Legacies of the American Revolution,Thomas F. Schwartz,2009
Plenary: Lincoln and the Legacies of the American Revolution,Daniel Walker Howe,2009
Plenary: Lincoln and the Legacies of the American Revolution,Vernon Burton,2009
Plenary: Lincoln and the Legacies of the American Revolution,Catherine Clinton,2009
Plenary: Lincoln and the Legacies of the American Revolution,Kenneth Winkle,2009
1. African American Communities and Identity,Sergio Lussana ,2011
1. African American Communities and Identity,Michael Groth ,2011
1. African American Communities and Identity,Anna-Lisa Cox,2011
1. African American Communities and Identity,Nikki Taylor,2011
10. The Rod and the Reprimand: Discipline and Childhood in Early,Sarah Mulhall Adelman ,2011
10. The Rod and the Reprimand: Discipline and Childhood in Early,Robyn Potts ,2011
10. The Rod and the Reprimand: Discipline and Childhood in Early,Nancy Zey,2011
"11. Language, Print, and Culture",Richard Stott ,2011
"11. Language, Print, and Culture",Kristin Stone ,2011
"11. Language, Print, and Culture",Tim Cassedy ,2011
"11. Language, Print, and Culture",Jane Kamensky,2011
12. Roundtable: The Digital Early Republic,Catherine Denial,2011
12. Roundtable: The Digital Early Republic,William H. Howell,2011
12. Roundtable: The Digital Early Republic,Thomas G. Knoles,2011
12. Roundtable: The Digital Early Republic,Lloyd Benson ,2011
12. Roundtable: The Digital Early Republic,Kathryn Tomasek ,2011
12. Roundtable: The Digital Early Republic,Undergraduate Seminars ,2011
12. Roundtable: The Digital Early Republic,Tamara Plakins Thornton ,2011
12. Roundtable: The Digital Early Republic,Kelli Huggins ,2011
12. Roundtable: The Digital Early Republic,Brian Powers ,2011
12. Roundtable: The Digital Early Republic,Wes Skidmore ,2011
12. Roundtable: The Digital Early Republic,Rob Worbs ,2011
12. Roundtable: The Digital Early Republic,James Brewer Stewart,2011
13. A Postcolonial Institution,Matthew Mason ,2011
13. A Postcolonial Institution,John Craig Hammond ,2011
13. A Postcolonial Institution,Gary J. Kornblith,2011
13. A Postcolonial Institution,Robin L. Einhorn,2011
14. Roundtable: What,Craig Thompson Friend,2011
14. Roundtable: What,John Gilbert McCurdy ,2011
14. Roundtable: What,Nicholas L. Syrett,2011
14. Roundtable: What,Timothy J. Williams,2011
15. Trading in Contested Terrain: Land Speculation in an Era of,Adam Costanzo ,2011
15. Trading in Contested Terrain: Land Speculation in an Era of,New Land ,2011
15. Trading in Contested Terrain: Land Speculation in an Era of,Lo Faber ,2011
15. Trading in Contested Terrain: Land Speculation in an Era of,Susan Gaunt Stearns ,2011
15. Trading in Contested Terrain: Land Speculation in an Era of,J. Chris Arndt,2011
16. More Than Gossamer: Amphibious American Connections in the,Stephen Tuffnell ,2011
16. More Than Gossamer: Amphibious American Connections in the,Jonathan Sudbury ,2011
16. More Than Gossamer: Amphibious American Connections in the,David Sim ,2011
16. More Than Gossamer: Amphibious American Connections in the,Charles W. McCurdy,2011
17. The History of History in the Early Republic,Lindsay DiCuirci ,2011
17. The History of History in the Early Republic,Whitney Martinko ,2011
17. The History of History in the Early Republic,Patricia Roylance ,2011
17. The History of History in the Early Republic,Seth Cotlar,2011
1786 Clark-Logan Expeditions,Rob Harper ,2011
1786 Clark-Logan Expeditions,Lisa Ford,2011
18. Medical Practices in Antebellum America: Culture and,Elizabeth Georgian ,2011
18. Medical Practices in Antebellum America: Culture and,Dan Allosso ,2011
18. Medical Practices in Antebellum America: Culture and,Elizabeth Kelly Gray ,2011
18. Medical Practices in Antebellum America: Culture and,Michael Flannery,2011
1817: The Influence of,David Head ,2011
1817: The Influence of,David S. Heidler,2011
1817: The Influence of,Jeanne T. Heidler,2011
19. The Early Republic in a Global Economy,Have No Country,2011
19. The Early Republic in a Global Economy,Kim Todt ,2011
19. The Early Republic in a Global Economy,Michael Block ,2011
19. The Early Republic in a Global Economy,Alan Taylor,2011
2. Engendering Faith: The Contested Terrain of Religion and Gender,Paul B. Moyer,2011
2. Engendering Faith: The Contested Terrain of Religion and Gender,Rachel Cope ,2011
2. Engendering Faith: The Contested Terrain of Religion and Gender,Patrick W. O'Neil,2011
2. Engendering Faith: The Contested Terrain of Religion and Gender,Bret E. Carroll,2011
20. The Marital Grounds: The Struggle Over Marriage in Culture and,Catherine Allgor ,2011
20. The Marital Grounds: The Struggle Over Marriage in Culture and,Lisa Forman Cody ,2011
20. The Marital Grounds: The Struggle Over Marriage in Culture and,Jan Lewis,2011
"21. Progress and Power in State Policy: New York and the Canadas,",Allison O'Mahen Malcom,2011
"21. Progress and Power in State Policy: New York and the Canadas,",Taylor Spence ,2011
"21. Progress and Power in State Policy: New York and the Canadas,",Andrew W. Robertson,2011
22. Views from the Inside: Prisoners and the Penitentiary in the Early,Jennifer Graber ,2011
22. Views from the Inside: Prisoners and the Penitentiary in the Early,Jonathan Nash ,2011
22. Views from the Inside: Prisoners and the Penitentiary in the Early,Myra C. Glenn,2011
23. Public Policy and Political Discourse among African American,Ed Baptist ,2011
23. Public Policy and Political Discourse among African American,American Men ,2011
23. Public Policy and Political Discourse among African American,Elizabeth Stordeur Pryor ,2011
23. Public Policy and Political Discourse among African American,Hilary Moss,2011
23. Public Policy and Political Discourse among African American,Jason R. Young,2011
"24. Government, Law, and Economy: A Roundtable in Remembrance",Richard E. Ellis,2011
"24. Government, Law, and Economy: A Roundtable in Remembrance",Charles E. Brooks,2011
"24. Government, Law, and Economy: A Roundtable in Remembrance",Songho Ha ,2011
"24. Government, Law, and Economy: A Roundtable in Remembrance",Ruth Reilly Kelly,2011
"24. Government, Law, and Economy: A Roundtable in Remembrance",Mark Killenbeck ,2011
"24. Government, Law, and Economy: A Roundtable in Remembrance",Robert E. Wright,2011
"24. Government, Law, and Economy: A Roundtable in Remembrance",John R. Van Atta,2011
25. Roundtable: A Social Historian,Paul E. Johnson,2011
25. Roundtable: A Social Historian,Jonathan Prude ,2011
25. Roundtable: A Social Historian,Carol Sheriff ,2011
25. Roundtable: A Social Historian,Harry L. Watson,2011
25. Roundtable: A Social Historian,Sean Wilentz ,2011
25. Roundtable: A Social Historian,Paul E. Johnson,2011
25. Roundtable: A Social Historian,University Press ,2011
"26. Race, Class and Region in Antebellum Rochester",Paul J. Erickson,2011
"26. Race, Class and Region in Antebellum Rochester",Benjamin Fagan ,2011
"26. Race, Class and Region in Antebellum Rochester",Monique Patenaude ,2011
"26. Race, Class and Region in Antebellum Rochester",Patrick Rael,2011
27. Mourning in America: Political Funerals in the Early Republic,Steven C. Bullock,2011
27. Mourning in America: Political Funerals in the Early Republic,Sarah J. Purcell,2011
27. Mourning in America: Political Funerals in the Early Republic,Erik R. Seeman,2011
27. Mourning in America: Political Funerals in the Early Republic,John L. Brooke,2011
28. Roundtable: Reading the Visual in the Early Republic,David Jaffee ,2011
28. Roundtable: Reading the Visual in the Early Republic,Lucia Z. Knowles,2011
28. Roundtable: Reading the Visual in the Early Republic,Nancy J. Siegel,2011
"29. Slavery and the Evolution of Politics, 1812-1861",John Randolph ,2011
"29. Slavery and the Evolution of Politics, 1812-1861",Aaron Crawford ,2011
"29. Slavery and the Evolution of Politics, 1812-1861",Corey Brooks ,2011
"29. Slavery and the Evolution of Politics, 1812-1861",Edward Coles ,2011
"29. Slavery and the Evolution of Politics, 1812-1861",Suzanne Cooper Guasco ,2011
"29. Slavery and the Evolution of Politics, 1812-1861",Padraig Riley,2011
3. Challenges of Western Settlement,Ken Mueller ,2011
3. Challenges of Western Settlement,Jerad Mulcare ,2011
3. Challenges of Western Settlement,Gregory H. Nobles,2011
30. Religious Revivals and the Problem of Marriage,Kara French ,2011
30. Religious Revivals and the Problem of Marriage,Emily Conroy-Krutz,2011
30. Religious Revivals and the Problem of Marriage,Domestic Virtue ,2011
30. Religious Revivals and the Problem of Marriage,Elizabeth A. DeWolfe,2011
31. New Directions in the Early Republic,Amanda Bowie Moniz ,2011
31. New Directions in the Early Republic,Kyle G. Volk,2011
31. New Directions in the Early Republic,Reeve Huston,2011
31. New Directions in the Early Republic,Johann N. Neem,2011
32. Roundtable: David Ruggles and the Making of Black Radical,Graham Russell Hodges ,2011
32. Roundtable: David Ruggles and the Making of Black Radical,Leigh Fought,2011
32. Roundtable: David Ruggles and the Making of Black Radical,Richard S. Newman,2011
32. Roundtable: David Ruggles and the Making of Black Radical,Stacey Robertson ,2011
"33. Considering Religious Liberty: Theological Conflict, Legal",Kevin Butterfield ,2011
"33. Considering Religious Liberty: Theological Conflict, Legal",Lifts Up Her,2011
"33. Considering Religious Liberty: Theological Conflict, Legal",James Kabala ,2011
"33. Considering Religious Liberty: Theological Conflict, Legal",Nathan Rives ,2011
"33. Considering Religious Liberty: Theological Conflict, Legal",Christopher Beneke,2011
"33. Considering Religious Liberty: Theological Conflict, Legal",Jonathan D. Sassi,2011
34. Problems with Peace: The Reshaping of American Politics after the,Craig Hollander ,2011
34. Problems with Peace: The Reshaping of American Politics after the,Dael Norwood ,2011
34. Problems with Peace: The Reshaping of American Politics after the,Walter Sargent ,2011
34. Problems with Peace: The Reshaping of American Politics after the,James E. Lewis,2011
35. Race and Rights in the Antebellum Old Northwest,Dana E. Weiner,2011
35. Race and Rights in the Antebellum Old Northwest,Silvana R. Siddali,2011
35. Race and Rights in the Antebellum Old Northwest,David Brodnax,2011
36. Placing Children and Childhood in Antebellum Reform,David M. Greenspoon,2011
36. Placing Children and Childhood in Antebellum Reform,Alice Taylor,2011
37. The United States and Hispano-American Independence:,David E. Narrett,2011
38. Race and Democracy: Defining Citizenship in the Early Republic,Dianne Cappiello ,2011
38. Race and Democracy: Defining Citizenship in the Early Republic,Michael Lipton ,2011
38. Race and Democracy: Defining Citizenship in the Early Republic,David Gellman,2011
39. Circles of Influence: The Development and Extension of the,Linda C. Frank,2011
39. Circles of Influence: The Development and Extension of the,Anne M. Derousie,2011
39. Circles of Influence: The Development and Extension of the,Laura E. Free,2011
4. New Perspectives on Anti-Abolition in the 1830s,Joseph Yannielli ,2011
4. New Perspectives on Anti-Abolition in the 1830s,Neil Brody Miller ,2011
4. New Perspectives on Anti-Abolition in the 1830s,Albrecht Koschnik ,2011
4. New Perspectives on Anti-Abolition in the 1830s,Robert P. Forbes,2011
40. Comparative and Transnational Approaches to the Early,Timothy Roberts ,2011
40. Comparative and Transnational Approaches to the Early,Enrico Dal Lago ,2011
40. Comparative and Transnational Approaches to the Early,Carl J. Guarneri,2011
40. Comparative and Transnational Approaches to the Early,Rachel Hope Cleves ,2011
40. Comparative and Transnational Approaches to the Early,Amy S. Greenberg,2011
41. Dirty Rotten Scoundrels: Criminality and Social Change in the,Courtney Fullilove ,2011
41. Dirty Rotten Scoundrels: Criminality and Social Change in the,Will Mackintosh ,2011
41. Dirty Rotten Scoundrels: Criminality and Social Change in the,Jennifer Manion ,2011
