source,target,year
2017-4 • IRISH MIGRANTS AND THEIR ANTAGONISTS IN MIDNINETEENTH CENTURY NORTH AMERICA,Angela F. Murphy,2017
2021-50: Perspectives On Purchasing Freedom,Angela F. Murphy,2021
2016-7 • AFRICAN AMERICAN NETWORKS OF CITIZENSHIP,Angela Keysor,2016
2021-22: Communities And Social Networks In The Early,Angela Keysor,2021
2013-22 • THE EARLY PRESIDENCY IN THE AMERICAN PUBLIC,Angela Kreider,2013
1997-1. Indians in the Early Republic,Angela Vietto,1997
2019-22 • PUBLIC HISTORY: BEYOND UNIVERSITIES STUDYING,Angelis Hopkins,2019
"2005-1. American Sensibilities, Mediterranean Realities (Adams Room)",Angelo Repousis,2005
"1995-4. EXPANSION, COMMERCE, & SOCIETY IN",Anita Ashendel,1995
"1997-1. Women as Consumers,",Anita Ashendel,1997
1986-1. Black and White Women in the Early South Chair:,Ann Boucher,1986
"2018-26 • METAL, MACHINERY, AND MANPOWER: FREE AND",Ann Daly,2018
2019-17 • REVISITING SLAVERY AS AN INSTITUTION:,Ann Daly,2019
2021-43: Money Made American: New Approaches To,Ann Daly,2021
2011-43. Behind and Beyond the Camera: Rethinking Antebellum,Ann Fabian,2011
2012-STATE OF THE FIELD: ROUNDTABLE ON CULTURAL HISTORY,Ann Fabian,2012
2013-8 • IMAGINING PLACE IN THE EARLY AMERICAN REPUBLIC,Ann Fabian,2013
"2014-46  PRESIDENTIAL ADDRESS (Racquet Club of Philadelphia,",Ann Fabian,2014
2015-46 • PRESIDENTIAL ADDRESS,Ann Fabian,2015
2015-PLENARY  ENERGY REGIMES OF THE,Ann Fabian,2015
2017-20 • THE ART OF HISTORY IN AN AGE OF REVOLUTIONS,Ann Fabian,2017
2017-40 • LEARNING TO SEE THE PAST: A ROUNDTABLE,Ann Fabian,2017
2018-39 • MAKING SENSE OF EARLY AMERICAN ENVIRONMENTS,Ann Fabian,2018
2018-39 • MAKING SENSE OF EARLY AMERICAN ENVIRONMENTS,Ann Fabian,2018
2010-43. Behind and Beyond the Camera: Rethinking Antebellum,Ann Fabian,2010
2000-1. PLENARY SESSION: THE QUESTION OF CULTURE,Ann Fabian,2000
2001-1. NARRATIVE STRATEGIES: A DISCUSSION OF 1831: YEAR OF ECLIPSE,Ann Fabian,2001
2004-33. Importing Culture in the New Republic (Salomon 001),Ann Fabian,2004
"2006-15. The Poet and the Inventor: Phillis Wheatley, Thomas Paine, and the Creation of a Revolutionary Atlantic",Ann Fabian,2006
"2006-15. The Poet and the Inventor: Phillis Wheatley, Thomas Paine, and the Creation of a Revolutionary Atlantic",Ann Fabian,2006
2007-10. The Antislavery Movement and Print Culture in the Early United States,Ann Fabian,2007
2002-22. CREATING PROFESSIONAL CULTURES IN THE EARLY REPUBLIC,Ann Fidler,2002
1990-16. Comparative Perspectives on Early Constitutional,Ann Gorman Condon,1990
2014-21  PRESIDENT,Ann Johnson,2014
2001-1. NOT BY BREAD ALONE: LIVED RELIGION,Ann Kirschner,2001
2016-10 • IN THE WAKE OF SLAVERY,Ann Marie Plane,2016
2013-32 • RACIAL IDENTITIES AND THE FORMATION OF,Ann Ostendorf,2013
"2002-13. RACING TO TRADE: BODIES, GOODS, AND FARAWAY PLACES",Ann Plane,2002
"2013-34 • RELIGION, RATIONALITY, AND FREEDOM IN THE EARLY",Anna Lawrence,2013
2019-47 • RADICAL ARTS AND SMARTS: BLACK INTELLECTUAL,Anna Lawrence,2019
2021-32: Family And Property In The Early Republic,Anna Leigh Todd,2021
"1993-25. Abolition, Gender, and Reform in the",Anna M. Speicher,1993
"1997-1. Women, Reform, and Revolution",Anna M. Speicher,1997
1998-1. Gender in the Making of Abolitionism,Anna M. Speicher,1998
"2008-4. Mythology, Money, and Manumission: Venture Smith",Anna Mae Duane,2008
2019-52 • NEW HISTORIES OF MIGRATION AND MOBILITY,Anna O. Law,2019
2011-1. African American Communities and Identity,Anna-Lisa Cox,2011
2010-1. African American Communities and Identity,Anna-Lisa Cox,2010
2013-2 • AFRICAN AMERICAN HOMESTEADS: RACE AND,Anna-Lisa Grace Cox,2013
2009-30. Women and their Revolution,Anne Boylan,2009
2009-30. Women and their Revolution,Anne Boylan,2009
1992-13. Gendered Connections: Kinship and Community,Anne Boylan,1992
1994-Panel 3: The Arts and Religious Life in,Anne Boylan,1994
2001-1. WOMEN AND THE LANGUAGE OF,Anne Boylan,2001
2002-24. THE PUBLIC PERFORMANCE OF SELF,Anne Boylan,2002
2006-22. New Perspectives on Women and Abolition,Anne Boylan,2006
2009-25. The Honor Paradigm for the Early Republic: Whither the,Anne C. Rose,2009
"1984-4. Foundations of Social Order in the Early 1800's Business SPEA, Room 2000 Chair:",Anne C. Rose,1984
1992-2. Inculcating Virtue in the American Republic,Anne C. Rose,1992
2019-43 • ROUNDTABLE: INTEGRATING THE CARIBBEAN INTO,Anne Eller,2019
2019-42 • ROUNDTABLE: FACING EAST FROM THE (NOT YET),Anne Farrar Hyde,2019
2008-1. Putting “Same-Sex” into the Narrative: A Discussion of Long Before,Anne G. Myles,2008
"2008-4. Mythology, Money, and Manumission: Venture Smith",Anne L. Hiskes,2008
1995-3. WRITING THE REPUBLIC,Anne Lewis Osler,1995
2014-35  WOMEN AND ECONOMIC SPACES IN EARLY,Anne Lindsay,2014
1993-1. Public Universities in the Early Republic:,Anne Loveland,1993
2011-39. Circles of Influence: The Development and Extension of the,Anne M. Derousie,2011
2010-39. Circles of Influence: The Development and Extension of the,Anne M. Derousie,2010
2021-30: Nature And Place: Community Building And,Anne Marie Martin,2021
1986-1. Children's Literature Chair:,Anne Scott Macleod,1986
2017-44 • APPROACHING THE BENCH: OUTSIDERS AND THE,Anne Twitty,2017
2018-38 • NEW CONNECTIONS IN ANTISLAVERY POLITICS: THE,Anne Twitty,2018
2019-19 • ROUNDTABLE: TEACHING MAJOR TOPICS TO NONHISTORY STUDENTS,Anne Twitty,2019
2021-33: Roundtable: Settler Colonialism And Popular,Anne Twitty,2021
2014-37  FINE AND POPULAR: THE COMMERCE OF ART IN,Anne Verplanck,2014
"2008-6. Double Lives: Sex, Love and Biography",Annette Gordon-Reed,2008
"2013-28 • PETER ONUF, HISTORIAN OF THE EARLY REPUBLIC",Annette Gordon-Reed,2013
"2017-30 • REVOLUTIONARY LEGACIES: SLAVERY, ABOLITIONISM,",Annette Gordon-Reed,2017
2017-45 • TEACHING THE EARLY REPUBLIC IN THE AGE OF TRUMP,Annette Gordon-Reed,2017
2018-45 • PRESIDENTIAL ADDRESS,Annette Gordon-Reed,2018
2019-PLENARY,Annette Gordon-Reed,2019
1997-1. Annette Gordon-Reed's Thomas,Annette Gordon-Reed,1997
2001-1. WRITING TWENTY-FIRST CENTURY BIOGRAPHIES OF GREAT WHITE MEN,Annette Gordon-Reed,2001
2007-1. Biography and the Burden of the Exemplary Subject Moderator:,Annette Gordon-Reed,2007
1996-1. Proslavery and Abolition in the Antebellum,Anthony A. Iaccarino,1996
"2002-21. CONTESTING UNIVERSAL RIGHTS, EQUALITY, AND RACIAL DISTINCTIONS IN THE UPPER SOUTH",Anthony A. Iaccarino,2002
"2013-35 • SECRECY, CONSPIRACY, AND SUBTERFUGE IN THE EARLY",Anthony Di Lorenzo,2013
2014-4  SPECTERS OF THE 1790S,Anthony Galluzo,2014
1996-1. Antipartyism and Party Formation in the,Anthony Gene Carey,1996
1991-19. Getting the Word Out: Printing and,Anthony Gronowicz,1991
"1993-4. Ideology, Social Change, and the Second Party System",Anthony Gronowicz,1993
1996-1. Political Economy & Industrial,Anthony Gronowicz,1996
"2015-23 • THE CONTOURS OF SECOND SLAVERY: BRAZIL, CUBA,",Anthony Kaye,2015
2005-1. Communities in Revolt: Southampton County and Nat Turner's Rebellion (Jefferson Room),Anthony Kaye,2005
1997-1. Financing and Improving,Anthony M. Joseph,1997
2000-9. DISCIPLINE AND SACRIFICE,Anthony M. Joseph,2000
2008-8. Unmasking Men: How Assumptions about Race and Violence,Anthony Rotundo,2008
2004-13. Fruits of Their Honest Labour: New England Work Culture,Anthony Rotundo,2004
2004-13. Fruits of Their Honest Labour: New England Work Culture,Anthony Rotundo,2004
2007-25. Print and Manuscript Cultures in the Antebellum Period,Anthony Szczesiul,2007
1996-1. Manifest Designs and Many Destinies:,Antonio Rafael De La Cova,1996
2017-49 • MANHOOD IN BLACK AND WHITE: NEGOTIATING,Antwain Hunter,2017
2022-12: A People Armed: Firearms In Antebellum,Antwain Hunter,2022
1993-19. Masculinity and Sex Roles in the Early Republic,Anya Jabour,1993
1998-1. Coming of Age in the Antebellum South,Anya Jabour,1998
"2001-1. PLENARY SESSION The Great Hall, Levering Hall Thursday, 7:00–9:00",Anya Jabour,2001
"2007-34. Gendering Gentility: Colleges, Competition, and the Creation of Ladies",Anya Jabour,2007
2008-11. Beyond Portraits of Dead White Men: Art History as Social History,April F. Masten,2008
2011-8. The “Man Question” in Movements for Woman,April R. Haynes,2011
2012-LUST AND LOVE IN ANTEBELLUM REFORM,April R. Haynes,2012
2017-PLENARY • SEXING IT UP: THE,April R. Haynes,2017
"2018-12 • LABOR MARKETS CREATED BY, FOR, AND IN WOMEN",April R. Haynes,2018
2010-8. The “Man Question” in Movements for Woman‘s Rights and Sex,April R. Haynes,2010
"2022-4: Induced Abortions Before 1860: Publicity, The",April R. Haynes,2022
2002-1831. Why Robert Dale Owen Wrote Moral : . Physiology,April R. Haynes,2002
2003-29. RECONSTITUTING A HEALTHY BODY: SENTIMENTAL WRITING AND SICKNESS IN THE EARLY AMERICAN REPUBLIC,April R. Haynes,2003
2014-9  THE BODY POLITIC AND THE BODILY SELF,Ari Helo,2014
"2015-18 • ROUNDTABLE: INDIANS, RACE, AND THE U.S. STATE IN",Ari Kelman,2015
2016-9 • MEMORIES AND HISTORIES,Ari Kelman,2016
2017-22 • ROUNDTABLE: NATIVE FEATURES,Ari Kelman,2017
2017-22 • ROUNDTABLE: NATIVE FEATURES,Ari Kelman,2017
2013-41 • LOBBYING IN THE AGE OF SECTIONALISM,Ariel Ron,2013
2014-17  RETHINKING REALIGNMENT AND THE RISE OF THE,Ariel Ron,2014
"2015-48 • THE NORTH AND THE NATION, 1830-1860",Ariel Ron,2015
2014-34  ENGAGING THE EARLY BLACK ATLANTIC: VOYAGES,Arika Easley Houser,2014
2019-16 • ARISTOCRACY IN AMERICA: OLD WORLD ORIGINS,Armin Mattes,2019
1990-18. Officership in the Early U.S. Navy,Arthur Bowler,1990
1992-13. Gendered Connections: Kinship and Community,Arthur Schrader,1992
1992-19. In Time With the Music: Yankee Doodle and Old,Arthur Schrader,1992
"1994-Panel 10: Abolitionism, Race, and Nationalism Devlin Hall, Room 026",Arthur Schrader,1994
"1987-1. Republican Marriage, Room 523",Arthur Shaffer,1987
2017-48 • THE CARIBBEAN AS A SITE OF AMERICAN SELFIMAGINING IN THE EARLY REPUBLIC,Asaf Almog,2017
2019-53 • TIES THAT BIND AND THREADS THAT UNRAVEL:,Asaf Almog,2019
2021-18: Roundtable: Rethinking The Federalist Party:,Asaf Almog,2021
2022-30: Transatlantic Communication In Narratives Of,Asheesh Kapur Siddique,2022
2018-PLENARY,Ashley Bouknight,2018
"2018-42 • SONS, HEROES, AND PROPHETS: EXPRESSIONS OF",Ashley E. Moreshead,2018
2021-15: Creating Protestant Saints: Female Icons In,Ashley E. Moreshead,2021
2021-20: Scholarly Organizations And Diversity,Ashley Farmer,2021
2016-27 • TRANSNATIONAL POLITICAL ACTORS IN NORTH,Ashley Riley Sousa,2016
2019-3 • NEGOTIATING RACE IN ANTEBELLUM ERA,Ashley Rose Young,2019
2018-15 • AMERICAN SETTLER STATE FORMATION IN THE,Ashley Sanders Garcia,2018
2014-45  TRANS-APPALACHIA AND THE ATLANTIC WORLD,Ashli White,2014
2015-43 • THINGS IN MOTION: ACTIVATING THE MATERIAL,Ashli White,2015
2021-38: Transnational Histories Of Atlantic Revolution,Ashli White,2021
2004-26. The Problem of Slavery in the Early American Republic (MacMillan 117),Ashli White,2004
"2006-1. SÉANCE PLÉNIÈRE – PLENARY SESSIONNo. 1 7:00 – 9:00 PM Pavillon 3200, rue Jean-Brillant Université de Montréal Histoires nationales, dimensions internationales National Histories, International Engagements",Ashli White,2006
2015-20 • EXPANDING THE ARCHIVE: VISUAL CULTURE AND,Aston Gonzalez,2015
2019-47 • RADICAL ARTS AND SMARTS: BLACK INTELLECTUAL,Aston Gonzalez,2019
2022-29: Transformations In American Abolitionism: 20,Aston Gonzalez,2022
2019-14 • TRANSLATING THE FRENCH REVOLUTION AND,Audrey Mallet,2019
2007-10. The Antislavery Movement and Print Culture in the Early United States,Augusta Rohrbach,2007
2016-4 • NATIVE AMERICAN SOVEREIGNTIES,Augustin Habran,2016
2005-1. Sovereignty in the Early Republic: States v. Congress and the Courts (Franklin Room),Austin Allen,2005
1991-4. Fawn Brodie and Thomas Jefferson,B. Richard Burg,1991
2022-21: Colonial History And National History:,B.J. Lillis,2022
2021-49: The Diverse Intellectual Worlds Of Black And,Bailey Yellen,2021
"1994-Panel 15: Financial Failure in the Early Republic Devlin Hall, Room 117",Barbara A. Mathews,1994
2003-7. CROSSING THE BEAUTIFUL RIVER:,Barbara A. Terzian,2003
"1983-5. Religion in the Early Republic: Chair, Mary Quinlivan, University of Texas, Permian Basin",Barbara C. Wingo,1983
1998-1. Public History and the Early Republic,Barbara Clark Smith,1998
1984-3. Native American History: Communication and Interaction Van Camp East Chair:,Barbara F. Luebke,1984
"2007-31. Thomas Jefferson: Family, History, Memory",Barbara Heath,2007
"2014-38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",Barbara Krauthamer,2014
2016-12 • THE PECULIAR INSTITUTION IN THE NATIVE SOUTH,Barbara Krauthamer,2016
2007-22. New Directions in the History of African American Women in the Early,Barbara Krauthamer,2007
2015-22 • ROUNDTABLE: GENDER AND GENIUS IN THE EARLY,Barbara Oberg,2015
2015-38 • GRADUATE SEMINARS,Barbara Oberg,2015
2016-11 • ON THE ROCKS,Barbara Oberg,2016
"2018-28 • REVOLUTION, MEMORY, AND IDENTITY",Barbara Oberg,2018
2019-32 • ROUNDTABLE: THE CULTURE OF CONFEDERATION -,Barbara Oberg,2019
1986-1. Robert H. Wiebe's The Opening of American Society:,Barbara Oberg,1986
1995-6. ROUNDTABLE DISCUSSION:,Barbara Oberg,1995
1996-1. The Enlightenment and its Influence:,Barbara Oberg,1996
1999-1. Fever in Philadelphia,Barbara Oberg,1999
2003-18. HISTORICAL EDITORS PAST AND,Barbara Oberg,2003
"2004-1. A New Republican Order, Letter by Letter",Barbara Oberg,2004
2001-1. WOMEN AND THE LANGUAGE OF,Barbara Reeves-Ellington,2001
2004-12. Imagining the World: The Ideological Work of Missionary Representations,Barbara Reeves-Ellington,2004
"1988-1. Economy and Community on the New England Frontier Board Room, Conference Center",Barbara Russell Karsky,1988
"1993-10. Erring Women: Testing Female Virtue,",Barbara Ryan,1993
1985-1. Research Resources in Washington for the,Barbara Smith,1985
2001-1. BIOGRAPHY AND BALTIMORE,Barbara Wallace,2001
"2016-31 • COMMON SENSE, SELF",Barry Levy,2016
"1996-1. Capital, Labor, & Economic Development",Barry Levy,1996
2001-1. ORPHAN APPRENTICESHIP IN THE,Barry Levy,2001
"2005-1. The War of 1812: Race, Gender, and Popular Sovereignty (Penn Room)",Barry Levy,2005
"2021-16: Roundtable: Sources, Methods,",Bayard Miller,2021
2021-40: Thermometer At Sunrise: Digitizing,Bayard Miller,2021
"1983-2. Problems in a Frontier Society: Chair,",Beatrice Craig,1983
2004-1. Race and Justice Slavery and Its Legacies in New England Salomon 101,Bela Teixeira,2004
"2015-7 • DISABILITY, SECULARITY, AND THE BOUNDARIES OF",Ben Bascom,2015
2019-23 • NAVIGATING CITIZENSHIP: ACCESSIBILITY IN EARLY,Ben Irvin,2019
2016-52 • DISEASED IDENTITIES,Ben Mutschler,2016
2007-20. Negotiations and Appropriations under Constraint: Enslaved People's,Ben Schiller,2007
2013-46 • THE LOGIC AND LIMITS OF CHRISTIAN NATIONALISM IN,Ben Wright,2013
2016-49 • ROUNDTABLE ON THE SLAVE,Ben Wright,2016
2019-54 • ANTISLAVERY AMBIVALENCE IN THE EARLY,Ben Wright,2019
2021-46: Roundtable: Race And Religion: The View From,Ben Wright,2021
2022-29: Transformations In American Abolitionism: 20,Ben Wright,2022
"2021-16: Roundtable: Sources, Methods,",Benjamin Bankhurst,2021
1993-26. Property Law in the Old South,Benjamin Brown,1993
"2017-6 • RELIGION, POLITICS, AND CITIZENSHIP IN THE EARLY",Benjamin E. Park,2017
2018-51 • THE MARGINS OF AMERICA,Benjamin E. Park,2018
"2011-26. Race, Class and Region in Antebellum Rochester",Benjamin Fagan,2011
"2010-26. Race, Class and Region in Antebellum Rochester",Benjamin Fagan,2010
2015-54 • NINE MONTHS IN PHILADELPHIA: BRITISH,Benjamin H. Irvin,2015
2016-9 • MEMORIES AND HISTORIES,Benjamin H. Irvin,2016
2003-12. GREAT BOOKS II: BRUCE MANN'S REPUBLIC OF DEBTORS,Benjamin H. Irvin,2003
2004-7. Congressmen and Their World: Lawmaking and Society in the,Benjamin H. Irvin,2004
2007-7. French Connection,Benjamin H. Irvin,2007
2015-34 • ROUNDTABLE: NEW APPROACHES TO THE,Benjamin L. Carp,2015
2016-18 • DEFINING THE FAMILY IN THE EARLY AMERICAN,Benjamin L. Carp,2016
2017-7 • ROUNDTABLE: CROSSING GENDERS AND GENRES IN,Benjamin L. Carp,2017
"2019-12 • AFTER THE FIRE: DISASTER RELIEF, REFORM,",Benjamin L. Carp,2019
"2019-12 • AFTER THE FIRE: DISASTER RELIEF, REFORM,",Benjamin L. Carp,2019
2021-13: Loyalists And Their Legacy,Benjamin L. Carp,2021
"2007-9. The People, the Mob, or a Few Persons in Power: Reinterpreting the",Benjamin L. Carp,2007
2018-29 • JOHN JAY AND THE CONSTRUCTION OF AMERICA,Benjamin Lyons,2018
2011-6. Boundary Crossings: Technology and Politics in the Antebellum,Benjamin Schwantes,2011
2010-6. Boundary Crossings: Technology and Politics in the Antebellum,Benjamin Schwantes,2010
2019-49 • ANTEBELLUM AMERICA IN AN AGE OF ATLANTIC,Bennett Parten,2019
1985-1. Constitutional Issues in the New Republic Chair:,Bernard Friedman,1985
1990-4. Ideology and Rhetoric in the Early Republic,Bernard Friedman,1990
1985-1. The Making of a Scientific Elite: The Case of American Astronomy Chair:,Bernard Mergen,1985
1990-20. The Old South's Other Voice,Bertram Wyatt-Brown,1990
1990-20. The Old South's Other Voice,Bertram Wyatt-Brown,1990
1992-6. Tensions in the Quest for White Southern Manhood,Bertram Wyatt-Brown,1992
2001-1. SOUTHERN HONOR AND THE RHETORIC OF MANLINESS,Bertram Wyatt-Brown,2001
2012-REVISITING FEMALE BIOGRAPHY: A NEW ROUNDTABLE,Beth A. Salerno,2012
"2014-51  THE BOOK TRADES, GENTILITY, AND THE NEW",Beth A. Salerno,2014
1998-1. Antislavery Women and Nationalism,Beth A. Salerno,1998
2005-1. Encountering Democracy: First-Generation Americans and the Burden of the Revolutionary,Beth A. Salerno,2005
2012-SACRED READINGMORAL TEXTS,Beth Barton Schweiger,2012
2015-35 • SETTLERS AND VIGILANTES: VIOLENCE AND THE,Bethel Saler,2015
"2017-39 • INDIANS, EMPIRE, AND NATION-BUILDING IN THE",Bethel Saler,2017
2018-15 • AMERICAN SETTLER STATE FORMATION IN THE,Bethel Saler,2018
2007-1. A Postcolonial Early Republic? Moderator:,Bethel Saler,2007
1986-1. Black and White Women in the Early South Chair:,Betty Wood,1986
1988-1. The Black Economy: Voluntary and Involuntary,Betty Wood,1988
1990-10. Class and Community in Early National Georgia,Betty Wood,1990
1993-23. Society in Tune: Social Analyses,Beverly Bush-Patterson,1993
2012-OF NORTHERN COLONIZATIONISTS,Beverly Tomek,2012
2016-49 • ROUNDTABLE ON THE SLAVE,Beverly Tomek,2016
2017-41 • BEYOND THE AMERICAN COLONIZATION SOCIETY: THE,Beverly Tomek,2017
2019-41 • AFRICAN COLONIZATION AND MIGRATION:,Beverly Tomek,2019
"1993-11. Internal Improvements and Slavery Again: Redefining Issues in American Party Politics,",Bill Trenton Hizer,1993
2017-10 • MUSIC AND POWER BEFORE THE CIVIL WAR,Billy Coleman,2017
2008-39. Myths and Realities of a Well-Regulated Society,Birte Britta Pfleger,2008
"2019-21 • BREASTS, BELLIES, AND BARE LEGS: THE",Bonnie M. Miller,2019
"2011-49. The Brothertown Indians and Citizenship: Race, Property, and",Brad D. E. Jarvis,2011
"2010-49. The Brothertown Indians and Citizenship: Race, Property, and",Brad D. E. Jarvis,2010
2009-1. Divided Communities on a Middle Ground,Brad Jarvis,2009
"2005-1. Making Friends and Fighting Enemies: Identity, Loyalty, and Patriotism in the American",Brad Jones,2005
"2022-17: Roundtable: Historical Sources, Digital",Brad Rittenhouse,2022
1993-20. Roundtable: New Perspectives on the Foreign Relations,Bradford Perkins,1993
"1997-1. Ideology, Culture, and Foreign",Bradford Perkins,1997
1988-1. Community and Society on the Early Republican,Bradley Skelcher,1988
2022-40: Power And Diplomacy In The Great Lakes,Brandon Dean,2022
2012-SLAVERY IN AN ATLANTIC WORLD,Brandon Mills,2012
"2014-52  NEITHER MANIFEST, NOR DESTINY: THE",Brandon Mills,2014
2015-44 • ROUNDTABLE: HOW DOES A REPUBLIC BECOME AN,Brandon Mills,2015
2018-41 • THE WORLD OF THE EARLY REPUBLIC,Brandon Mills,2018
